"DatasetId","ColumnVariableCode","ColumnVariableMeasurementUnit","ColumnVariableDescription"
"QS608EW","QS608EW0046","Count","L13.2 Routine production occupations"
"QS608EW","QS608EW0047","Count","L13.3 Routine technical occupations"
"QS608EW","QS608EW0048","Count","L13.4 Routine operative occupations"
"QS608EW","QS608EW0049","Count","L13.5 Routine agricultural occupations"
"QS608EW","QS608EW0050","Count","8. Never worked and long-term unemployed"
"QS608EW","QS608EW0051","Count","L14.1 Never worked"
"QS608EW","QS608EW0052","Count","L14.2 Long-term unemployed"
"QS608EW","QS608EW0053","Count","Not classified"
"QS608EW","QS608EW0054","Count","L15 Full-time students"
"QS608EW","QS608EW0055","Count","L17 Not classifiable for other reasons"
"QS609EW","QS609EW0001","Count","All categories: NS-SeC of Household Reference Person"
"QS609EW","QS609EW0002","Count","1. Higher managerial, administrative and professional occupations"
"QS609EW","QS609EW0003","Count","1.1 Large employers and higher managerial and administrative occupations"
"QS609EW","QS609EW0004","Count","L1 Employers in large establishments"
"QS609EW","QS609EW0005","Count","L2 Higher managerial and administrative occupations"
"QS609EW","QS609EW0006","Count","1.2 Higher professional occupations"
"QS609EW","QS609EW0007","Count","L3.1 Traditional employees"
"QS609EW","QS609EW0008","Count","L3.2 New employees"
"QS609EW","QS609EW0009","Count","L3.3 Traditional self-employed"
"QS609EW","QS609EW0010","Count","L3.4 New self-employed"
"QS609EW","QS609EW0011","Count","2. Lower managerial, administrative and professional occupations"
"QS609EW","QS609EW0012","Count","L4 Lower professional and higher technical occupations"
"QS609EW","QS609EW0013","Count","L4.1 Traditional employees"
"QS609EW","QS609EW0014","Count","L4.2 New employees"
"QS609EW","QS609EW0015","Count","L4.3 Traditional self-employed"
"QS609EW","QS609EW0016","Count","L4.4 New self-employed"
"QS609EW","QS609EW0017","Count","L5 Lower managerial and administrative occupations"
"QS609EW","QS609EW0018","Count","L6 Higher supervisory occupations"
"QS609EW","QS609EW0019","Count","3. Intermediate occupations"
"QS609EW","QS609EW0020","Count","L7.1 Intermediate clerical and administrative occupations"
"QS609EW","QS609EW0021","Count","L7.2 Intermediate sales and service occupations"
"QS609EW","QS609EW0022","Count","L7.3 Intermediate technical and auxiliary occupations"
"QS609EW","QS609EW0023","Count","L7.4 Intermediate engineering occupations"
"QS609EW","QS609EW0024","Count","4. Small employers and own account workers"
"QS609EW","QS609EW0025","Count","L8 Employers in small establishments"
"QS609EW","QS609EW0026","Count","L8.1 Employers in small establishments in industry, commerce, services etc."
"QS609EW","QS609EW0027","Count","L8.2 Employers in small establishments in agriculture"
"QS609EW","QS609EW0028","Count","L9 Own account workers"
"QS609EW","QS609EW0029","Count","L9.1 Own account workers (non-professional)"
"QS609EW","QS609EW0030","Count","L9.2 Own account workers (agriculture)"
"QS609EW","QS609EW0031","Count","5. Lower supervisory and technical occupations"
"QS609EW","QS609EW0032","Count","L10 Lower supervisory occupations"
"QS609EW","QS609EW0033","Count","L11 Lower technical occupations"
"QS609EW","QS609EW0034","Count","L11.1 Lower technical craft occupations"
"QS609EW","QS609EW0035","Count","L11.2 Lower technical process operative occupations"
"QS609EW","QS609EW0036","Count","6. Semi-routine occupations"
"QS609EW","QS609EW0037","Count","L12.1 Semi-routine sales occupations"
"QS609EW","QS609EW0038","Count","L12.2 Semi-routine service occupations"
"QS609EW","QS609EW0039","Count","L12.3 Semi-routine technical occupations"
"QS609EW","QS609EW0040","Count","L12.4 Semi-routine operative occupations"
"QS609EW","QS609EW0041","Count","L12.5 Semi-routine agricultural occupations"
"QS609EW","QS609EW0042","Count","L12.6 Semi-routine clerical occupations"
"QS609EW","QS609EW0043","Count","L12.7 Semi-routine childcare occupations"
"QS609EW","QS609EW0044","Count","7. Routine occupations"
"QS609EW","QS609EW0045","Count","L13.1 Routine sales and service occupations"
"QS609EW","QS609EW0046","Count","L13.2 Routine production occupations"
"QS609EW","QS609EW0047","Count","L13.3 Routine technical occupations"
"QS609EW","QS609EW0048","Count","L13.4 Routine operative occupations"
"QS609EW","QS609EW0049","Count","L13.5 Routine agricultural occupations"
"QS609EW","QS609EW0050","Count","8. Never worked and long-term unemployed"
"QS609EW","QS609EW0051","Count","L14.1 Never worked"
"QS609EW","QS609EW0052","Count","L14.2 Long-term unemployed"
"QS609EW","QS609EW0053","Count","Not classified"
"QS609EW","QS609EW0054","Count","L15 Full-time students"
"QS609EW","QS609EW0055","Count","L17 Not classifiable for other reasons"
"QS610EW","QS610EW0001","Count","All categories: NS-SeC of Household Reference Person"
"QS610EW","QS610EW0002","Count","1. Higher managerial, administrative and professional occupations"
"QS610EW","QS610EW0003","Count","1.1 Large employers and higher managerial and administrative occupations"
"QS610EW","QS610EW0004","Count","L1 Employers in large establishments"
"QS610EW","QS610EW0005","Count","L2 Higher managerial and administrative occupations"
"QS610EW","QS610EW0006","Count","1.2 Higher professional occupations"
"QS610EW","QS610EW0007","Count","L3.1 Traditional employees"
"QS610EW","QS610EW0008","Count","L3.2 New employees"
"QS610EW","QS610EW0009","Count","L3.3 Traditional self-employed"
"QS610EW","QS610EW0010","Count","L3.4 New self-employed"
"QS610EW","QS610EW0011","Count","2. Lower managerial, administrative and professional occupations"
"QS610EW","QS610EW0012","Count","L4 Lower professional and higher technical occupations"
"QS610EW","QS610EW0013","Count","L4.1 Traditional employees"
"QS610EW","QS610EW0014","Count","L4.2 New employees"
"QS610EW","QS610EW0015","Count","L4.3 Traditional self-employed"
"QS610EW","QS610EW0016","Count","L4.4 New self-employed"
"QS610EW","QS610EW0017","Count","L5 Lower managerial and administrative occupations"
"QS610EW","QS610EW0018","Count","L6 Higher supervisory occupations"
"QS610EW","QS610EW0019","Count","3. Intermediate occupations"
"QS610EW","QS610EW0020","Count","L7.1 Intermediate clerical and administrative occupations"
"QS610EW","QS610EW0021","Count","L7.2 Intermediate sales and service occupations"
"QS610EW","QS610EW0022","Count","L7.3 Intermediate technical and auxiliary occupations"
"QS610EW","QS610EW0023","Count","L7.4 Intermediate engineering occupations"
"QS610EW","QS610EW0024","Count","4. Small employers and own account workers"
"QS610EW","QS610EW0025","Count","L8 Employers in small establishments"
"QS610EW","QS610EW0026","Count","L8.1 Employers in small establishments in industry, commerce, services etc."
"QS610EW","QS610EW0027","Count","L8.2 Employers in small establishments in agriculture"
"QS610EW","QS610EW0028","Count","L9 Own account workers"
"QS610EW","QS610EW0029","Count","L9.1 Own account workers (non-professional)"
"QS610EW","QS610EW0030","Count","L9.2 Own account workers (agriculture)"
"QS610EW","QS610EW0031","Count","5. Lower supervisory and technical occupations"
"QS610EW","QS610EW0032","Count","L10 Lower supervisory occupations"
"QS610EW","QS610EW0033","Count","L11 Lower technical occupations"
"QS610EW","QS610EW0034","Count","L11.1 Lower technical craft occupations"
"QS610EW","QS610EW0035","Count","L11.2 Lower technical process operative occupations"
"QS610EW","QS610EW0036","Count","6. Semi-routine occupations"
"QS610EW","QS610EW0037","Count","L12.1 Semi-routine sales occupations"
"QS610EW","QS610EW0038","Count","L12.2 Semi-routine service occupations"
"QS610EW","QS610EW0039","Count","L12.3 Semi-routine technical occupations"
"QS610EW","QS610EW0040","Count","L12.4 Semi-routine operative occupations"
"QS610EW","QS610EW0041","Count","L12.5 Semi-routine agricultural occupations"
"QS610EW","QS610EW0042","Count","L12.6 Semi-routine clerical occupations"
"QS610EW","QS610EW0043","Count","L12.7 Semi-routine childcare occupations"
"QS610EW","QS610EW0044","Count","7. Routine occupations"
"QS610EW","QS610EW0045","Count","L13.1 Routine sales and service occupations"
"QS610EW","QS610EW0046","Count","L13.2 Routine production occupations"
"QS610EW","QS610EW0047","Count","L13.3 Routine technical occupations"
"QS610EW","QS610EW0048","Count","L13.4 Routine operative occupations"
"QS610EW","QS610EW0049","Count","L13.5 Routine agricultural occupations"
"QS610EW","QS610EW0050","Count","8. Never worked and long-term unemployed"
"QS610EW","QS610EW0051","Count","L14.1 Never worked"
"QS610EW","QS610EW0052","Count","L14.2 Long-term unemployed"
"QS610EW","QS610EW0053","Count","Not classified"
"QS610EW","QS610EW0054","Count","L15 Full-time students"
"QS610EW","QS610EW0055","Count","L17 Not classifiable for other reasons"
"QS611EW","QS611EW0001","Count","All categories: Approximated social grade"
"QS611EW","QS611EW0002","Count","Approximated social grade AB"
"QS611EW","QS611EW0003","Count","Approximated social grade C1"
"QS611EW","QS611EW0004","Count","Approximated social grade C2"
"QS611EW","QS611EW0005","Count","Approximated social grade DE"
"QS612EW","QS612EW0001","Count","All categories: Year last worked "
"QS612EW","QS612EW0002","Count","In employment"
"QS612EW","QS612EW0003","Count","Not in employment: Total"
"QS612EW","QS612EW0004","Count","Last worked in 2011"
"QS612EW","QS612EW0005","Count","Last worked in 2010"
"QS612EW","QS612EW0006","Count","Last worked in 2009 "
"QS612EW","QS612EW0007","Count","Last worked in 2008"
"QS612EW","QS612EW0008","Count","Last worked in 2007"
"QS612EW","QS612EW0009","Count","Last worked in 2006"
"QS612EW","QS612EW0010","Count","Last worked in 2001 - 2005"
"QS612EW","QS612EW0011","Count","Last worked before 2001"
"QS612EW","QS612EW0012","Count","Never worked"
"QS701EW","QS701EW0001","Count","All categories: Method of travel to work"
"QS701EW","QS701EW0002","Count","Work mainly at or from home"
"QS701EW","QS701EW0003","Count","Underground, metro, light rail, tram"
"QS701EW","QS701EW0004","Count","Train"
"QS701EW","QS701EW0005","Count","Bus, minibus or coach"
"QS701EW","QS701EW0006","Count","Taxi"
"QS701EW","QS701EW0007","Count","Motorcycle, scooter or moped"
"QS701EW","QS701EW0008","Count","Driving a car or van"
